Date,"Resolution Numbers","Minutes Item","Resolution Letter",Action,Category,Type,Description,"Street Name","From Address","To Address","Cross Street",Side,"From Feet","To Feet",Hour,"Start Time","End Time",Day,Permits,"Week 1","Week 2","Week 3","Week 4","Week 5","Order Number","Project Id","Project Name","Project Status","Project Update","Project Link",PDF,Video,MP3
2010-01-05,10-002,10.1,FFF,ESTABLISH,Parking,"RED ZONE","Russ Street, east side, from Howard Street to 22 feet southerly.","Russ Street",101,111,"Howard Street",East,0,22,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,GGG,ESTABLISH,Parking,"RED ZONE","Natoma Street, south side, from 283 feet east of 7th Street to 30 feet southerly (30-foot zone).","Natoma Street",601,603,"7th Street",South,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,HHH,ESTABLISH,Parking,"RED ZONE","Natoma Street, north side, from 318 feet east of 7th Street to 30 feet easterly (30-foot zone).","Natoma Street",590,598,"7th Street",North,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,III,ESTABLISH,Parking,"RED ZONE","Natoma Street, south side, from 123 feet east of Russ Street to 30 feet easterly (30-foot zone).","Natoma Street",541,545,"Russ Street",South,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,JJJ,ESTABLISH,Parking,"RED ZONE","Natoma Street, north side, from 158 feet east of Russ Street to 30 feet easterly (30-foot zone).","Natoma Street",544,548,"Russ Street",North,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,QQ,ESTABLISH,Parking,"PARKING METER","PARKING METER AREA NO. 3 (2-HOUR PARKING TIME LIMIT, 9 AM - 6 PM, MONDAY- SATURDAY) - Valencia Street, east side, between 23rd and 24th Streets.","Valencia Street",1201,1299,,East,,,2,"9:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,KKK,ESTABLISH,Parking,"RED ZONE","Minna Street, north side, from 147 feet east of Russ Street to 30 feet easterly (30-foot zone).","Minna Street",544,548,"Russ Street",North,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,LLL,ESTABLISH,Parking,"RED ZONE","Minna Street, south side, from 201 feet east of Russ Street to 30 feet easterly (30-foot zone).","Minna Street",545,549,"Russ Street",South,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,MMM,ESTABLISH,Parking,"RED ZONE","Moss Street, west side, from 275 feet south of Howard Street to 30 feet southerly (30-foot zone).","Moss Street",2,6,"Howard Street",West,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,NNN,ESTABLISH,Parking,"RED ZONE","Moss Street, east side, from 325 feet south of Howard Street to 30 feet southerly (30-foot zone).","Moss Street",1,9,"Howard Street",East,0,30,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,U,RESCIND,Transit,"BUS ZONE","Divisadero Street, east side, from Fulton Street to 70 feet southerly.","Divisadero Street",762,798,"Fulton Street",East,0,70,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,V,RESCIND,Transit,"BUS ZONE","Divisadero Street, west side, from Fulton Street to 80 feet southerly","Divisadero Street",781,799,"Fulton Street",West,0,80,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,W,RESCIND,Transit,"BUS ZONE","Divisadero Street, east side, from Ellis Street to 75 feet northerly.","Divisadero Street",1302,1304,"Ellis Street",East,0,75,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,X,RESCIND,Transit,"BUS ZONE","Divisadero Street, west side, from Ellis Street to 75 feet northerly .","Divisadero Street",1301,1311,"Ellis Street",West,0,75,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,AA,RESCIND,Transit,"BUS ZONE","Valencia Street, east side, from 16th Street to 77 feet northerly.","Valencia Street",483,499,"16th Street",East,0,77,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,BB,RESCIND,Transit,"BUS ZONE","Valencia Street, west side, from 16th Street to 70 feet southerly.","Valencia Street",492,498,"16th Street",West,0,70,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,CC,RESCIND,Transit,"BUS ZONE","Valencia Street, west side, from 17th Street to 72 feet southerly.","Valencia Street",600,610,"17th Street",West,0,72,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,DD,RESCIND,Transit,"BUS ZONE","Valencia Street, east side, from 18th Street to 88 feet northerly.","Valencia Street",691,699,"18th Street",East,0,88,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,EE,RESCIND,Transit,"BUS ZONE","Valencia Street, west side, from 18th Street to 75 feet southerly.","Valencia Street",700,710,"18th Street",West,0,75,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,FF,RESCIND,Transit,"BUS ZONE","Valencia Street, east side, from 19th Street to 63 feet northerly.","Valencia Street",791,799,"19th Street",East,0,63,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,XX,RESCIND,Parking,"NO PARKING","NO PARKING, 7 AM TO 6 PM, EXCEPT SUNDAYS - Plymouth Avenue, west side, from Ocean Avenue to 104 feet northerly.","Plymouth Avenue",1201,1221,"Ocean Avenue",West,0,104,,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,K,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA S EXTENSION, 2-HOUR LIMIT, 8 AM TO 9 PM MONDAY THROUGH FRIDAY - Vicksburg Street, both sides, between 22nd and 23rd Streets.","Vicksburg Street",1,99,,,,,2,"8:00 AM","9:00 PM","MONDAY THROUGH FRIDAY",S,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,K,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA S EXTENSION, 2-HOUR LIMIT, 8 AM TO 9 PM MONDAY THROUGH FRIDAY - Vicksburg Street, both sides, between 22nd and 23rd Streets.","Vicksburg Street",2,98,,,,,2,"8:00 AM","9:00 PM","MONDAY THROUGH FRIDAY",S,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,L,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA S EXTENSION, 2-HOUR LIMIT, 8 AM TO 9 PM MONDAY THROUGH FRIDAY - Hill Street, both sides, between Noe and Castro Streets.","Hill Street",501,599,,,,,2,"8:00 AM","9:00 PM","MONDAY THROUGH FRIDAY",S,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,L,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA S EXTENSION, 2-HOUR LIMIT, 8 AM TO 9 PM MONDAY THROUGH FRIDAY - Hill Street, both sides, between Noe and Castro Streets.","Hill Street",500,598,,,,,2,"8:00 AM","9:00 PM","MONDAY THROUGH FRIDAY",S,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,M,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA H EXTENSION, 2-HOUR LIMIT, 8 AM TO 6 PM MONDAY THROUGH FRIDAY -  Sloat Boulevard, north side, between Ardenwood Way and West Portal Avenue. ","Sloat Boulevard",2,24,,North,,,2,"8:00 AM","6:00 PM","MONDAY THROUGH FRIDAY",H,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,N,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA S AND Z BUFFER ZONE EXTENSION, 2-HOUR LIMIT, 8 AM TO 9 PM MONDAY THROUGH FRIDAY -  Elizabeth Street, both sides, between Sanchez and Noe Streets.","Elizabeth Street",401,499,,,,,2,"8:00 AM","9:00 PM","MONDAY THROUGH FRIDAY",S," Z",,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162
2010-01-05,10-002,10.1,WW,ESTABLISH,Parking,"UNMETERED MOTORCYCLE PARKING","Taylor Street, east side, from the crosswalk at Columbus Avenue to 13 feet southerly.","Taylor Street",2230,2232,"Columbus Avenue",East,0,13,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,N,ESTABLISH,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA S AND Z BUFFER ZONE EXTENSION, 2-HOUR LIMIT, 8 AM TO 9 PM MONDAY THROUGH FRIDAY -  Elizabeth Street, both sides, between Sanchez and Noe Streets.","Elizabeth Street",400,498,,,,,2,"8:00 AM","9:00 PM","MONDAY THROUGH FRIDAY",S," Z",,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162
2010-01-05,10-002,10.1,ZZ,ESTABLISH,Parking,"UNMETERED MOTORCYCLE PARKING","Clementina Street, south side, from 8th Street to 57 feet easterly.","Clementina Street",701,715,"8th Street",South,0,57,,,,,,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-05,10-002,10.1,AAA,RESCIND,Parking,"RESIDENTIAL PERMIT PARKING","RESIDENTIAL PERMIT PARKING AREA U, 1-HOUR LIMIT, 8 AM TO 10 PM DAILY - Clementina Street, south side, from 8th Street to 57 feet easterly.","Clementina Street",701,715,"8th Street",South,0,57,1,"8:00 AM","10:00 PM",DAYILY,U,,,,,,,,,,,,1-5-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9162,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_0cd0e20c-d782-45d1-a833-9aec089bf703.mp3
2010-01-29,10-017,10.2,N,ESTABLISH,Parking,"10 MINUTE PARKING","10-MINUTE PARKING, 3 PM - 6 PM , SCHOOL DAYS - 275 Fell Street, south side, from 45 feet to 105 feet east of Gough Street.","Fell Street",275,275,,South,45,105,"10 MINUTE","3:00 PM","6:00 PM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,S,ESTABLISH,Parking,"10 MINUTE PARKING","10-MINUTE PARKING, 4 PM - 6 PM, SCHOOLDAYS - 101 Hickory Street, south side, from 3 feet to 63 feet and from 92 feet to 246 feet west of Franklin Street","Hickory Street",101,101,,South,,,"10 MINUTE","4:00 PM","6:00 PM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,I,ESTABLISH,Parking,"TOW AWAY NO PARKING","TOW-AWAY, NO PARKING ANYTIME, 10 PM to 6 AM Daily - Newhall Street, both sides, from Mendell Street to easterly terminus. ","Newhall Street",200,298,"Mendell Street",,,,,"10:00 PM","6:00 AM",DAILY,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,I,ESTABLISH,Parking,"TOW AWAY NO PARKING","TOW-AWAY, NO PARKING ANYTIME, 10 PM to 6 AM Daily - Newhall Street, both sides, from Mendell Street to easterly terminus. ","Newhall Street",201,299,"Mendell Street",,,,,"10:00 PM","6:00 AM",DAILY,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,K,ESTABLISH,Parking,"2 HOUR PARKING","2-HOUR PARKING 7 AM TO 6 PM, EXCEPT SUNDAYS - Mission Street, east side, from Acton Street to 270 feet southerly.","Mission Street",5901,5999,"Acton Street",East,,,2,"7:00 AM","6:00 PM","MONDAY THROUGH SATURDAY",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,F,establish,traffic,"stop sign","Stopping 32nd Avenue at Vicente Street.","32nd Avenue",189,189,"Vicente Street",,,,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,G,establish,traffic,"stop sign","Stopping Wilder Street at Diamond Street.","Wilder Street",98,98,"Diamond Street",,,,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,H,establish,traffic,"stop sign","Stopping Folsom Street at Powhatten Street.","Folsom Street",3599,3599,"Powhatten Street",,,,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,J,ESTABLISH,Parking,"NO PARKING ANY TIME","Newcomb Avenue, south side, between 25 feet east of the west property line of Mendell Street to 60 feet west of Mendell Street.","Newcomb Avenue",1501,1521,"Mendell Street",South,,,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,P,ESTABLISH,Parking,"SCHOOL BUS LOADING ZONE","SCHOOL BUS LOADING ZONE, 7 AM-9 AM AND 2 PM-6 PM, SCHOOL DAYS - 151 Hickory Street., south side, from 10 feet to 120 feet east of Gough Street.","Hickory Street",151,151,,South,10,120,,"7:00 AM","9:00 AM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,P,ESTABLISH,Parking,"SCHOOL BUS LOADING ZONE","SCHOOL BUS LOADING ZONE, 7 AM-9 AM AND 2 PM-6 PM, SCHOOL DAYS - 151 Hickory Street., south side, from 10 feet to 120 feet east of Gough Street.","Hickory Street",151,151,,South,10,120,,"2:00 PM","6:00 PM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,A,REVOKE,Transit,"BLUE ZONE"," 199 Greenwich Street., south side, from 73 feet to 95 feet west of Battery Street.","Greenwich Street",199,199,"Battery Street",South,73,95,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,L,ESTABLISH,Parking,"RED ZONE","Kansas Street, east side, from 24th Street to 24 feet northerly.","Kansas Street",1291,1299,"24th Street",East,0,24,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,T,ESTABLISH,Traffic,"BUS ZONE","MUNI BUS ZONE (REPLACE EXISTING FLAG STOP) - Diamond Heights Boulevard, north side from Duncan Street to 57 feet easterly.  ","Diamond Heights Boulevard",5291,5299,"Duncan Street",North,0,57,,,,,,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,M,RESCIND,Parking,"NO PARKING","NO PARKING, 3 PM - 6 PM, SCHOOL DAYS - 275 Fell Street, south side, from 45 feet to 105 feet east of Gough Street.","Fell Street",275,275,,South,45,105,,"3:00 PM","6:00 PM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,O,RESCIND,Parking,"NO PARKING","NO PARKING, 7 AM - 9 AM AND 2 PM - 6 PM, SCHOOL DAYS - 151 Hickory Street, south side, from 10 feet to 120 feet east of Gough Street.","Hickory Street",151,151,,South,10,120,,"7:00 AM","9:00 AM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,O,RESCIND,Parking,"NO PARKING","NO PARKING, 7 AM - 9 AM AND 2 PM - 6 PM, SCHOOL DAYS - 151 Hickory Street, south side, from 10 feet to 120 feet east of Gough Street.","Hickory Street",151,151,,South,10,120,,"2:00 PM","6:00 PM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
2010-01-29,10-017,10.2,Q,RESCIND,Parking,"NO PARKING","NO PARKING, 3 PM - 6 PM, SCHOOLDAYS - 101 Hickory Street, south side, from 3 feet to 63 feet and from 92 feet to 246 feet west of Franklin Street","Hickory Street",101,101,,South,,,,"3:00 PM","6:00 PM","SCHOOL DAYS",,,,,,,,,,,,,1-29-10-minutes.pdf,http://sanfrancisco.granicus.com/MediaPlayer.php?view_id=55&clip_id=9330,http://media-06.granicus.com:443/ondemand/sanfrancisco/sanfrancisco_a73fdd30-490e-4518-b5be-62633396b038.mp3
